id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,professional_roles,accept_incomplete_resumes,experience,employment,adv_response_url,is_adv_vacancy
82849320,False,Support Specialist,,True,False,"{'id': '1002', 'name': 'Минск', 'url': 'https://api.hh.ru/areas/1002'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Минск', 'street': 'Партизанский проспект', 'building': '178/2', 'lat': 53.849907, 'lng': 27.694449, 'description': None, 'raw': 'Минск, Партизанский проспект, 178/2', 'metro': None, 'metro_stations': [], 'id': '11309147'}",,,2023-07-12T15:26:53+0300,2023-07-12T15:26:53+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=82849320,,https://api.hh.ru/vacancies/82849320?host=hh.ru,https://hh.ru/vacancy/82849320,[],"{'id': '856498', 'name': 'Lesta Games', 'url': 'https://api.hh.ru/employers/856498', 'alternate_url': 'https://hh.ru/employer/856498', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/1002934.png', '90': 'https://hhcdn.ru/employer-logo/5632516.png', '240': 'https://hhcdn.ru/employer-logo/5632517.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=856498', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Опыт работы более 1 года. Знание русского языка в совершенстве: грамотность в письменных текстах, правильная речь. Уверенный пользователь ПК. ', 'responsibility': 'Работа с запросами от игроков (письменная коммуникация).'}",,,[],[],[],False,"[{'id': '121', 'name': 'Специалист технической поддержки'}]",True,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False
83110697,False,Tech Support Specialist,,True,False,"{'id': '1002', 'name': 'Минск', 'url': 'https://api.hh.ru/areas/1002'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Минск', 'street': 'Партизанский проспект', 'building': '178/2', 'lat': 53.849907, 'lng': 27.694449, 'description': None, 'raw': 'Минск, Партизанский проспект, 178/2', 'metro': None, 'metro_stations': [], 'id': '11309147'}",,,2023-07-12T16:48:47+0300,2023-07-12T16:48:47+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=83110697,,https://api.hh.ru/vacancies/83110697?host=hh.ru,https://hh.ru/vacancy/83110697,[],"{'id': '856498', 'name': 'Lesta Games', 'url': 'https://api.hh.ru/employers/856498', 'alternate_url': 'https://hh.ru/employer/856498', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/1002934.png', '90': 'https://hhcdn.ru/employer-logo/5632516.png', '240': 'https://hhcdn.ru/employer-logo/5632517.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=856498', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Знание русского языка в совершенстве: грамотность в письменных текстах, правильная речь. Понимание внутренней архитектуры ПК. Базовые знания методов диагностики неполадок...', 'responsibility': 'Закрытие технических заявок игроков (коммуникация на русском языке). Выполнение задач по реагированию и мониторингу. Выполнение прочих задач в рамках своей...'}",,,[],[],[],False,"[{'id': '121', 'name': 'Специалист технической поддержки'}]",True,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False
83164731,False,Game Designer (mobile),,False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': None, 'street': None, 'building': None, 'lat': None, 'lng': None, 'description': None, 'raw': None, 'metro': {'station_name': 'Ладожская', 'line_name': 'Правобережная', 'station_id': '17.242', 'line_id': '17', 'lat': 59.93243, 'lng': 30.439274}, 'metro_stations': [{'station_name': 'Ладожская', 'line_name': 'Правобережная', 'station_id': '17.242', 'line_id': '17', 'lat': 59.93243, 'lng': 30.439274}], 'id': '5993229'}",,,2023-07-13T17:10:45+0300,2023-07-13T17:10:45+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=83164731,,https://api.hh.ru/vacancies/83164731?host=hh.ru,https://hh.ru/vacancy/83164731,[],"{'id': '856498', 'name': 'Lesta Games', 'url': 'https://api.hh.ru/employers/856498', 'alternate_url': 'https://hh.ru/employer/856498', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/1002934.png', '90': 'https://hhcdn.ru/employer-logo/5632516.png', '240': 'https://hhcdn.ru/employer-logo/5632517.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=856498', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Опыт работы гейм-дизайнером в игровом F2P проекте для мобильных платформ от 1 года. Понимание принципов построения игровой...', 'responsibility': 'Расчёт игровой экономики, прогрессии, модели монетизации игры. Балансировка различных компонентов игры. Анализ статистики, поддержание и развитие выпущенной игры. '}",,,[],[],[],False,"[{'id': '25', 'name': 'Гейм-дизайнер'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False
83106624,False,Release QA Specialist,,False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Санкт-Петербург', 'street': 'площадь Карла Фаберже', 'building': '8', 'lat': 59.934461, 'lng': 30.436745, 'description': None, 'raw': 'Санкт-Петербург, площадь Карла Фаберже, 8', 'metro': {'station_name': 'Ладожская', 'line_name': 'Правобережная', 'station_id': '17.242', 'line_id': '17', 'lat': 59.93243, 'lng': 30.439274}, 'metro_stations': [{'station_name': 'Ладожская', 'line_name': 'Правобережная', 'station_id': '17.242', 'line_id': '17', 'lat': 59.93243, 'lng': 30.439274}], 'id': '5993229'}",,,2023-07-12T15:48:09+0300,2023-07-12T15:48:09+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=83106624,,https://api.hh.ru/vacancies/83106624?host=hh.ru,https://hh.ru/vacancy/83106624,[],"{'id': '856498', 'name': 'Lesta Games', 'url': 'https://api.hh.ru/employers/856498', 'alternate_url': 'https://hh.ru/employer/856498', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/1002934.png', '90': 'https://hhcdn.ru/employer-logo/5632516.png', '240': 'https://hhcdn.ru/employer-logo/5632517.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=856498', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Знание основ теории тестирования и умение применять их на практике. Понимание процесса разработки ПО и роли тестирования в нём. ', 'responsibility': 'Тестирование билдов на соответствие требованиям. Сопровождение игры с момента начала стабилизации версии до релиза (тестирование, обработка дефектов), поддержка версии после...'}",,,[],[],[],False,"[{'id': '124', 'name': 'Тестировщик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False
82743920,False,Project Manager,,True,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Бутырская улица', 'building': None, 'lat': 55.800134, 'lng': 37.583778, 'description': None, 'raw': 'Москва, Бутырская улица', 'metro': {'station_name': 'Савёловская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.128', 'line_id': '9', 'lat': 55.794054, 'lng': 37.587163}, 'metro_stations': [{'station_name': 'Савёловская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.128', 'line_id': '9', 'lat': 55.794054, 'lng': 37.587163}, {'station_name': 'Савёловская', 'line_name': 'Большая кольцевая линия', 'station_id': '97.685', 'line_id': '97', 'lat': 55.794054, 'lng': 37.587163}, {'station_name': 'Савёловская', 'line_name': 'МЦД - 1', 'station_id': '131.699', 'line_id': '131', 'lat': 55.793936, 'lng': 37.587038}], 'id': '6172512'}",,,2023-07-11T11:27:29+0300,2023-07-11T11:27:29+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=82743920,,https://api.hh.ru/vacancies/82743920?host=hh.ru,https://hh.ru/vacancy/82743920,[],"{'id': '856498', 'name': 'Lesta Games', 'url': 'https://api.hh.ru/employers/856498', 'alternate_url': 'https://hh.ru/employer/856498', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/1002934.png', '90': 'https://hhcdn.ru/employer-logo/5632516.png', '240': 'https://hhcdn.ru/employer-logo/5632517.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=856498', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Опыт работы на позиции Project Manager от 2-х лет. Знание английского языка на уровне B2 и выше. ', 'responsibility': 'Планирование, поддержание и координация производства игрового контента. Выстраивание процессов взаимодействия отделов команды: разработка, тестирование, монетизация, комьюнити-менеджмент, аналитика и арт...'}",,,[],[],[],False,"[{'id': '107', 'name': 'Руководитель проектов'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False
82964765,False,Junior Data Engineer,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Бутырская улица', 'building': None, 'lat': 55.800134, 'lng': 37.583778, 'description': None, 'raw': 'Москва, Бутырская улица', 'metro': {'station_name': 'Савёловская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.128', 'line_id': '9', 'lat': 55.794054, 'lng': 37.587163}, 'metro_stations': [{'station_name': 'Савёловская', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.128', 'line_id': '9', 'lat': 55.794054, 'lng': 37.587163}, {'station_name': 'Савёловская', 'line_name': 'Большая кольцевая линия', 'station_id': '97.685', 'line_id': '97', 'lat': 55.794054, 'lng': 37.587163}, {'station_name': 'Савёловская', 'line_name': 'МЦД - 1', 'station_id': '131.699', 'line_id': '131', 'lat': 55.793936, 'lng': 37.587038}], 'id': '6172512'}",,,2023-07-13T11:40:58+0300,2023-07-13T11:40:58+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=82964765,,https://api.hh.ru/vacancies/82964765?host=hh.ru,https://hh.ru/vacancy/82964765,[],"{'id': '856498', 'name': 'Lesta Games', 'url': 'https://api.hh.ru/employers/856498', 'alternate_url': 'https://hh.ru/employer/856498', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/1002934.png', '90': 'https://hhcdn.ru/employer-logo/5632516.png', '240': 'https://hhcdn.ru/employer-logo/5632517.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=856498', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Опыт работы Data Engineer или на аналогичной вакансии 1 год. Уверенное владение SQL и Python. Владение английским языком (чтение технической...', 'responsibility': 'Создание ETL процессов на bash, Python, SQL. Оркестрирование, поддержка и мониторинг ETL процессов в Jenkins. Создание и оптимизация запросов и...'}",,,[],[],[],False,"[{'id': '40', 'name': 'Другое'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False
83396944,False,Дизайнер корпоративной графики,,False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': None, 'street': None, 'building': None, 'lat': None, 'lng': None, 'description': None, 'raw': None, 'metro': {'station_name': 'Ладожская', 'line_name': 'Правобережная', 'station_id': '17.242', 'line_id': '17', 'lat': 59.93243, 'lng': 30.439274}, 'metro_stations': [{'station_name': 'Ладожская', 'line_name': 'Правобережная', 'station_id': '17.242', 'line_id': '17', 'lat': 59.93243, 'lng': 30.439274}], 'id': '5993229'}",,,2023-07-13T14:38:28+0300,2023-07-13T14:38:28+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=83396944,,https://api.hh.ru/vacancies/83396944?host=hh.ru,https://hh.ru/vacancy/83396944,[],"{'id': '856498', 'name': 'Lesta Games', 'url': 'https://api.hh.ru/employers/856498', 'alternate_url': 'https://hh.ru/employer/856498', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/1002934.png', '90': 'https://hhcdn.ru/employer-logo/5632516.png', '240': 'https://hhcdn.ru/employer-logo/5632517.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=856498', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Свободное владение основными графическими пакетами: Figma, Adobe: Photoshop, Illustrator, InDesign, PowerPoint. Опыт работы от 2 лет. Способность сочетать в работе...', 'responsibility': 'Разработка и развитие фирменной стилистики, айдентики компании с учетом современных трендов. Разработка, актуализация стайлгайдов и бренд буков. Разработка фирменного стиля...'}",,,[],[],[],False,"[{'id': '34', 'name': 'Дизайнер, художник'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False
82161357,False,АХО специалист с функцией водителя (Ташкент),,False,False,"{'id': '2759', 'name': 'Ташкент', 'url': 'https://api.hh.ru/areas/2759'}","{'from': 700, 'to': None, 'currency': 'USD', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Ташкент', 'street': 'улица Эльбека', 'building': '10', 'lat': 41.299757, 'lng': 69.296302, 'description': None, 'raw': 'Ташкент, улица Эльбека, 10', 'metro': None, 'metro_stations': [], 'id': '13475326'}",,,2023-07-11T10:02:59+0300,2023-07-11T10:02:59+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=82161357,,https://api.hh.ru/vacancies/82161357?host=hh.ru,https://hh.ru/vacancy/82161357,[],"{'id': '856498', 'name': 'Lesta Games', 'url': 'https://api.hh.ru/employers/856498', 'alternate_url': 'https://hh.ru/employer/856498', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/1002934.png', '90': 'https://hhcdn.ru/employer-logo/5632516.png', '240': 'https://hhcdn.ru/employer-logo/5632517.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=856498', 'accredited_it_employer': True, 'trusted': True}","{'requirement': '2+ года релевантного опыта работы. Умение работать руками,устранять мелкие бытовые неисправности. Общий оптимизм и позитивное отношение к другим...', 'responsibility': 'Корректное и профессиональное вождение автомобиля по всем правилам, недопущение аварийных ситуаций, которые могут повредить жизни, здоровью и имуществу пассажиров. '}",,,[],[],[],False,"[{'id': '111', 'name': 'Сервисный инженер, инженер-механик'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False
82442043,False,Junior Support Engineer,,False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Санкт-Петербург', 'street': 'площадь Карла Фаберже', 'building': '8', 'lat': 59.934461, 'lng': 30.436745, 'description': None, 'raw': 'Санкт-Петербург, площадь Карла Фаберже, 8', 'metro': {'station_name': 'Ладожская', 'line_name': 'Правобережная', 'station_id': '17.242', 'line_id': '17', 'lat': 59.93243, 'lng': 30.439274}, 'metro_stations': [{'station_name': 'Ладожская', 'line_name': 'Правобережная', 'station_id': '17.242', 'line_id': '17', 'lat': 59.93243, 'lng': 30.439274}], 'id': '5993229'}",,,2023-07-11T14:39:34+0300,2023-07-11T14:39:34+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=82442043,,https://api.hh.ru/vacancies/82442043?host=hh.ru,https://hh.ru/vacancy/82442043,[],"{'id': '856498', 'name': 'Lesta Games', 'url': 'https://api.hh.ru/employers/856498', 'alternate_url': 'https://hh.ru/employer/856498', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/1002934.png', '90': 'https://hhcdn.ru/employer-logo/5632516.png', '240': 'https://hhcdn.ru/employer-logo/5632517.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=856498', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Релевантный опыт работы инженером по мониторингу или в технической поддержке от 1 года. Опыт работы с системами мониторинга (Grafana, Prometheus...', 'responsibility': 'Оперативное реагирование на события в системе мониторинга и регистрация инцидентов в системе Jira. Участие в устранении сбоев и инцидентов: проведение...'}",,,[],[],[],False,"[{'id': '121', 'name': 'Специалист технической поддержки'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False
83327812,False,Режиссер видео,,True,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2023-07-12T11:25:47+0300,2023-07-12T11:25:47+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=83327812,,https://api.hh.ru/vacancies/83327812?host=hh.ru,https://hh.ru/vacancy/83327812,[],"{'id': '856498', 'name': 'Lesta Games', 'url': 'https://api.hh.ru/employers/856498', 'alternate_url': 'https://hh.ru/employer/856498', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/1002934.png', '90': 'https://hhcdn.ru/employer-logo/5632516.png', '240': 'https://hhcdn.ru/employer-logo/5632517.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=856498', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Обязательно знание драматургии. Навыки работы с актерами (командой). Опыт в проведении рекламных съемок (съемочная группа не менее 25 человек). ', 'responsibility': 'Генерация идей, предложение и осуществление видения съемки. Работа в связке с операторами (при обсуждении будущих съемок промо), актером (-ами), с...'}",,,[],[],[],False,"[{'id': '103', 'name': 'Режиссер, сценарист'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False
82437839,False,Junior Support Engineer,,False,False,"{'id': '1002', 'name': 'Минск', 'url': 'https://api.hh.ru/areas/1002'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Минск', 'street': 'Партизанский проспект', 'building': '178/2', 'lat': 53.849907, 'lng': 27.694449, 'description': None, 'raw': 'Минск, Партизанский проспект, 178/2', 'metro': None, 'metro_stations': [], 'id': '11309147'}",,,2023-07-11T14:09:27+0300,2023-07-11T14:09:27+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=82437839,,https://api.hh.ru/vacancies/82437839?host=hh.ru,https://hh.ru/vacancy/82437839,[],"{'id': '856498', 'name': 'Lesta Games', 'url': 'https://api.hh.ru/employers/856498', 'alternate_url': 'https://hh.ru/employer/856498', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/1002934.png', '90': 'https://hhcdn.ru/employer-logo/5632516.png', '240': 'https://hhcdn.ru/employer-logo/5632517.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=856498', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Релевантный опыт работы инженером по мониторингу или в технической поддержке от 1 года. Опыт работы с системами мониторинга (Grafana, Prometheus...', 'responsibility': 'Оперативное реагирование на события в системе мониторинга и регистрация инцидентов в системе Jira. Участие в устранении сбоев и инцидентов: проведение...'}",,,[],[],[],False,"[{'id': '121', 'name': 'Специалист технической поддержки'}]",True,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False
81852947,False,"Тестировщик / QA Engineer (Junior / Middle) / Java, Python, Javascript",,False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Санкт-Петербург', 'street': 'улица Савушкина', 'building': '83к3', 'lat': 59.984926, 'lng': 30.250174, 'description': None, 'raw': 'Санкт-Петербург, улица Савушкина, 83к3', 'metro': {'station_name': 'Старая Деревня', 'line_name': 'Фрунзенско-Приморская', 'station_id': '18.246', 'line_id': '18', 'lat': 59.989433, 'lng': 30.255163}, 'metro_stations': [{'station_name': 'Старая Деревня', 'line_name': 'Фрунзенско-Приморская', 'station_id': '18.246', 'line_id': '18', 'lat': 59.989433, 'lng': 30.255163}], 'id': '363593'}",,,2023-07-13T15:49:02+0300,2023-07-13T15:49:02+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=81852947,,https://api.hh.ru/vacancies/81852947?host=hh.ru,https://hh.ru/vacancy/81852947,[],"{'id': '41138', 'name': 'AdRiver', 'url': 'https://api.hh.ru/employers/41138', 'alternate_url': 'https://hh.ru/employer/41138', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/1055640.png', '90': 'https://hhcdn.ru/employer-logo/5843201.png', '240': 'https://hhcdn.ru/employer-logo/5843202.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=41138', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Знание методологий и видов тестирования. Знание Selenium (на выбор: Java, Python или Javascript), либо Cypress. Опыт тестирования WEB. ', 'responsibility': 'Проводить ручное тестирование. Писать сценарии для ручного тестирования. Автоматическое тестирование (ui,api). Писать тестовую документацию: тест-кейсы, чек-листы. '}",,,[],[],[],False,"[{'id': '124', 'name': 'Тестировщик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False
82122214,False,"Ассистент аккаунт-менеджера/Junior account manager (интернет-реклама, Digital)",,False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Санкт-Петербург', 'street': 'улица Савушкина', 'building': '83к3', 'lat': 59.984926, 'lng': 30.250174, 'description': None, 'raw': 'Санкт-Петербург, улица Савушкина, 83к3', 'metro': {'station_name': 'Старая Деревня', 'line_name': 'Фрунзенско-Приморская', 'station_id': '18.246', 'line_id': '18', 'lat': 59.989433, 'lng': 30.255163}, 'metro_stations': [{'station_name': 'Старая Деревня', 'line_name': 'Фрунзенско-Приморская', 'station_id': '18.246', 'line_id': '18', 'lat': 59.989433, 'lng': 30.255163}], 'id': '363593'}",,,2023-07-13T13:47:26+0300,2023-07-13T13:47:26+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=82122214,,https://api.hh.ru/vacancies/82122214?host=hh.ru,https://hh.ru/vacancy/82122214,[],"{'id': '41138', 'name': 'AdRiver', 'url': 'https://api.hh.ru/employers/41138', 'alternate_url': 'https://hh.ru/employer/41138', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/1055640.png', '90': 'https://hhcdn.ru/employer-logo/5843201.png', '240': 'https://hhcdn.ru/employer-logo/5843202.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=41138', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Ты продвинутый пользователь ПК. Хорошо знаешь MS Office, особенно Excel. Готов быстро учиться и погружаться в сложный продукт. ', 'responsibility': 'Прием и обработка заказов на рекламные кампании от клиентов, рекламных агентств. Запуск, настройка и ведение рекламных кампаний в системе AdRiver...'}",,,[],[],[],False,"[{'id': '70', 'name': 'Менеджер по продажам, менеджер по работе с клиентами'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}",,False
81480968,False,Помощник менеджера по работе с клиентами (интернет-реклама),,False,False,"{'id': '1390', 'name': 'Златоуст', 'url': 'https://api.hh.ru/areas/1390'}","{'from': 25000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Златоуст', 'street': 'улица 40 лет Победы', 'building': '48', 'lat': 55.131285, 'lng': 59.72283, 'description': None, 'raw': 'Златоуст, улица 40 лет Победы, 48', 'metro': None, 'metro_stations': [], 'id': '425450'}",,,2023-07-11T18:26:03+0300,2023-07-11T18:26:03+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=81480968,,https://api.hh.ru/vacancies/81480968?host=hh.ru,https://hh.ru/vacancy/81480968,[],"{'id': '41138', 'name': 'AdRiver', 'url': 'https://api.hh.ru/employers/41138', 'alternate_url': 'https://hh.ru/employer/41138', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/1055640.png', '90': 'https://hhcdn.ru/employer-logo/5843201.png', '240': 'https://hhcdn.ru/employer-logo/5843202.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=41138', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Продвинутый пользователь ПК. Хорошее знание MS Office. Приветствуется наличие опыта работы в сфере маркетинга: онлайн-издании/интернет-агентстве. ', 'responsibility': 'Прием и обработка заказов на рекламные кампании от клиентов, рекламных агентств. Запуск, настройка и ведение рекламных кампаний в системе AdRiver...'}",,,[],[],[],False,"[{'id': '70', 'name': 'Менеджер по продажам, менеджер по работе с клиентами'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}",,False
82756425,False,Программист С++ ( Senior),,False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Санкт-Петербург', 'street': 'улица Савушкина', 'building': '83к3', 'lat': 59.984926, 'lng': 30.250174, 'description': None, 'raw': 'Санкт-Петербург, улица Савушкина, 83к3', 'metro': {'station_name': 'Старая Деревня', 'line_name': 'Фрунзенско-Приморская', 'station_id': '18.246', 'line_id': '18', 'lat': 59.989433, 'lng': 30.255163}, 'metro_stations': [{'station_name': 'Старая Деревня', 'line_name': 'Фрунзенско-Приморская', 'station_id': '18.246', 'line_id': '18', 'lat': 59.989433, 'lng': 30.255163}], 'id': '363593'}",,,2023-07-11T12:53:38+0300,2023-07-11T12:53:38+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=82756425,,https://api.hh.ru/vacancies/82756425?host=hh.ru,https://hh.ru/vacancy/82756425,[],"{'id': '41138', 'name': 'AdRiver', 'url': 'https://api.hh.ru/employers/41138', 'alternate_url': 'https://hh.ru/employer/41138', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/1055640.png', '90': 'https://hhcdn.ru/employer-logo/5843201.png', '240': 'https://hhcdn.ru/employer-logo/5843202.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=41138', 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Опыт коммерческой разработки на С++ от 3-х лет. Опыт работы с низкоуровневыми сетями, многопоточностью и асинхронностью. Опыт работы с...', 'responsibility': 'Разработка и оптимизация высоконагруженных распределенных сервисов (200.000qps / время ответа 20ms). Работа с многопоточностью/lockfree. Написание технической документации. '}",,,[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False
